Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresHistoryPhilosophyBiographyNonfictionPoliticsCulturalPsychology ...more,"First published January 1, 1988",Paul  Johnson,Intellectuals: From Marx and Tolstoy to Sartre and Chomsky,3.86,"2,363 ratings",320 reviews,Paul  Johnson133 books773 followers
GenresFictionHorrorYoung AdultRomanceGothicDramaThriller ...more,"First published January 1, 1984",V.C. Andrews,Seeds of Yesterday,3.84,"41,882 ratings","1,224 reviews","V.C. Andrews380 books8,385 followers"
GenresChristianNonfictionChristianityReligionPhilosophyTheologySpirituality ...more,"First published February 9, 1996",C.S. Lewis,Readings for Meditation and Reflection,4.38,357 ratings,36 reviews,"C.S. Lewis1,121 books43.6k followers"
GenresScience FictionFantasyFictionTime TravelScience Fiction FantasySpeculative FictionAdventure ...more,"First published January 1, 1981",Julian  May,The Many-Coloured Land,4.06,"13,012 ratings",602 reviews,Julian  May89 books560 followers
GenresHistorical FictionFictionHistoricalWarMilitary FictionAdventureAction ...more,"First published January 1, 1987",Bernard Cornwell,Sharpe's Siege,4.24,"8,560 ratings",194 reviews,Bernard Cornwell456 books17.7k followers
GenresFictionClassicsNoirMysteryHistorical FictionCrimeNovels ...more,"First published January 1, 1941",James M. Cain,Mildred Pierce,3.93,"10,163 ratings","1,267 reviews",James M. Cain145 books824 followers
GenresFantasyFictionShort StoriesAudiobookHigh FantasyAdultMagic ...more,"First published January 31, 1993",Andrzej Sapkowski,The Last Wish,4.13,"365,699 ratings","24,229 reviews",Andrzej Sapkowski168 books17.1k followers
GenresFictionHistorical Fiction,"First published September 1, 1987",Christie Dickason,Indochine,3.69,103 ratings,12 reviews,Christie Dickason18 books52 followers
GenresScience FictionFictionScience Fiction FantasyNovelsPsychologyFantasySpeculative Fiction ...more,"First published January 1, 1964",Philip K. Dick,Clans of the Alphane Moon,3.74,"5,978 ratings",433 reviews,"Philip K. Dick1,757 books20.7k followers"
GenresFictionJapanese LiteratureJapanHorrorClassicsScience FictionLiterature ...more,"First published January 1, 1964",Kōbō Abe,The Face of Another,3.75,"4,951 ratings",431 reviews,"Kōbō Abe193 books1,863 followers"
GenresFictionScience FictionDystopiaClassicsPhilosophyLiteratureNovels ...more,"First published August 1, 1948",Aldous Huxley,Ape and Essence,3.74,"5,966 ratings",429 reviews,"Aldous Huxley1,009 books12.5k followers"
GenresFictionThrillerMysterySuspenseMystery ThrillerActionHistorical Fiction ...more,"First published July 7, 1978",Nelson DeMille,By the Rivers of Babylon,3.94,"8,361 ratings",352 reviews,"Nelson DeMille182 books6,974 followers"
GenresFantasyChildrensMiddle GradeFictionAdventureMagicJuvenile ...more,"First published January 1, 1998",Cornelia Funke,Igraine the Brave,3.89,"9,038 ratings",801 reviews,Cornelia Funke382 books13.4k followers
GenresPhilosophyRomanian LiteratureNonfictionReligionMemoirBiographyClassics ...more,"First published January 1, 1991",Nicolae Steinhardt,Jurnalul fericirii,4.50,"2,240 ratings",109 reviews,Nicolae Steinhardt42 books119 followers
GenresFictionClassicsLiteratureNovelsAmericanTravelLiterary Fiction ...more,"First published January 1, 1958",Jack Kerouac,Desolation Angels,3.93,"11,761 ratings",462 reviews,Jack Kerouac359 books10.7k followers
GenresChristian FictionChristianHistorical FictionFictionRomanceHistoricalBiblical Fiction ...more,"First published January 1, 1993",Francine Rivers,Mark of the Lion Trilogy,4.78,"13,523 ratings",891 reviews,Francine Rivers66 books18.2k followers
GenresFantasyFictionEpic FantasyHigh FantasyScience Fiction FantasyMagicAdventure ...more,"First published November 1, 1982",Raymond E. Feist,Magician: Master,4.25,"73,333 ratings","1,059 reviews","Raymond E. Feist308 books8,623 followers"
GenresThrillerHistory,"First published January 1, 1998",Raymond Murray,State Violence: Northern Ireland 1969-1997,4.13,8 ratings,0 reviews,Raymond Murray18 books1 follower
GenresMysteryFictionCrimeThrillerMystery ThrillerDetectiveSuspense ...more,"First published January 1, 1995",Carol O'Connell,Killing Critics,3.98,"2,446 ratings",110 reviews,Carol O'Connell36 books662 followers
GenresPicture BooksChildrensFictionPoetryFantasyClassicsHumor ...more,"First published January 1, 1965",Dr. Seuss,I Had Trouble in Getting to Solla Sollew,4.22,"3,196 ratings",295 reviews,Dr. Seuss941 books17.8k followers
GenresNonfictionHistoryAdventureSurvivalHistoricalAmerican HistoryAudiobook ...more,"First published May 8, 2000",Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,"110,367 ratings","7,320 reviews","Nathaniel Philbrick49 books3,300 followers"
GenresPhilosophyTheologyReligionChristianCatholicChristianityNonfiction ...more,"First published October 1, 1993",Peter Kreeft,"Christianity for Modern Pagans: Pascal's Pensées - Edited, Outlined & Explained",4.39,605 ratings,64 reviews,Peter Kreeft175 books955 followers
GenresFictionClassicsHistorical FictionEgyptLiteratureNovelsLiterary Fiction ...more,"First published January 1, 1961",Lawrence Durrell,Balthazar,4.13,"4,057 ratings",367 reviews,Lawrence Durrell205 books832 followers
GenresTrue CrimeNonfictionCrimeMysteryAudiobookBiographyHistory ...more,"First published January 1, 1987",Ann Rule,Small Sacrifices,4.25,"30,841 ratings","1,097 reviews","Ann Rule142 books4,126 followers"
GenresMysteryThrillerFictionCrimeMystery ThrillerSuspenseDetective ...more,"First published May 9, 2000",Jeffery Deaver,The Empty Chair,4.08,"31,946 ratings","1,180 reviews",Jeffery Deaver373 books10.7k followers
GenresAfricaAnthologiesFictionFeminismShort StoriesAfrican AmericanPoetry ...more,"First published January 1, 1991",Margaret Busby,Daughters of Africa,4.29,109 ratings,15 reviews,Margaret Busby8 books72 followers
GenresSelf HelpNonfictionPersonal DevelopmentPsychologySpiritualityPhilosophyReference ...more,"First published January 1, 1998",Cheryl Richardson,Take Time for Your Life,4.01,"1,795 ratings",50 reviews,Cheryl Richardson64 books209 followers
GenresScience FictionFictionSpeculative FictionNovelsTime TravelFantasyDystopia ...more,"First published February 1, 1967",Philip K. Dick,Counter-Clock World,3.55,"4,934 ratings",380 reviews,"Philip K. Dick1,757 books20.7k followers"
GenresAfricaFictionGhanaAfrican LiteratureClassicsHistorical FictionLiterature ...more,"First published January 1, 1968",Ayi Kwei Armah,The Beautyful Ones Are Not Yet Born,3.88,"3,221 ratings",269 reviews,Ayi Kwei Armah15 books266 followers
GenresScience FictionFictionSpace OperaAliensScience Fiction FantasyMysterySpace ...more,"First published October 1, 1994",Jack McDevitt,The Engines of God,3.83,"9,809 ratings",635 reviews,"Jack McDevitt172 books1,289 followers"
GenresBuddhismNonfictionSpiritualityReligionPhilosophySelf Help,"First published May 4, 1999",Surya Das,Awakening to the Sacred: Creating a Personal Spiritual Life,4.11,595 ratings,39 reviews,Surya Das48 books288 followers
GenresScience FictionFictionScience Fiction FantasyPost ApocalypticApocalypticSpace OperaAliens ...more,"First published September 1, 1987",Greg Bear,The Forge of God,3.86,"15,679 ratings",687 reviews,"Greg Bear221 books1,992 followers"
GenresShort StoriesFictionAfrican AmericanClassicsRaceLiteratureWomens ...more,"First published January 1, 1972",Toni Cade Bambara,"Gorilla, My Love",4.11,"2,249 ratings",165 reviews,Toni Cade Bambara36 books443 followers
GenresClassicsFictionLiteratureGreeceNovelsChildrensYoung Adult,"First published January 1, 1956",Menelaos Lountemis,Ένα παιδί μετράει τ' άστρα,4.31,"3,172 ratings",111 reviews,Menelaos Lountemis54 books3 followers
GenresFictionHistorical FictionThrillerMysteryHistoricalSuspenseEspionage ...more,"First published April 1, 1982",Ken Follett,The Man from St. Petersburg,3.94,"33,055 ratings","1,541 reviews",Ken Follett461 books55.1k followers
GenresFictionThrillerMysteryMystery ThrillerSuspenseCrimeAudiobook ...more,"First published April 1, 1990",Nelson DeMille,Gold Coast,4.12,"30,331 ratings","1,657 reviews","Nelson DeMille182 books6,974 followers"
GenresMysteryFictionThrillerMystery ThrillerCrimeAudiobookSuspense ...more,"First published August 1, 1998",William Kent Krueger,Iron Lake,3.97,"46,981 ratings","4,186 reviews",William Kent Krueger96 books13.4k followers
GenresFictionGerman LiteratureClassicsLiterature20th CenturyNovelsGermany ...more,"First published January 1, 1932",Hermann Broch,The Sleepwalkers,4.09,"1,497 ratings",134 reviews,Hermann Broch123 books305 followers
GenresScience FictionFictionFantasyDystopiaScience Fiction FantasyClassicsLGBT ...more,"First published June 1, 1979",Thomas M. Disch,On Wings of Song,3.74,"1,035 ratings",73 reviews,Thomas M. Disch361 books278 followers
GenresHistorical FictionChildrensFictionClassicsYoung AdultMiddle GradeHistorical ...more,"First published January 1, 1935",Carol Ryrie Brink,Caddie Woodlawn,4.02,"52,601 ratings","1,836 reviews",Carol Ryrie Brink51 books163 followers
GenresFictionClassicsLiteratureNovelsAmericanLiterary Fiction20th Century ...more,"First published January 1, 1955",William Gaddis,The Recognitions,4.20,"5,819 ratings",745 reviews,William Gaddis18 books802 followers
GenresScience FictionFictionTime TravelAudiobookFantasyScience Fiction FantasyThriller ...more,"First published January 1, 1999",Robert J. Sawyer,Flashforward,3.65,"16,233 ratings","1,577 reviews","Robert J. Sawyer199 books2,369 followers"
GenresScience FictionFictionHugo AwardsClassicsScience Fiction FantasySpaceFantasy ...more,"First published January 1, 1979",Arthur C. Clarke,The Fountains of Paradise,3.95,"30,328 ratings",933 reviews,"Arthur C. Clarke1,426 books10.8k followers"
GenresMysteryFictionCrimeHumorThrillerMystery ThrillerAudiobook ...more,"First published March 12, 1974",Gregory McDonald,Fletch,3.90,"8,536 ratings",738 reviews,Gregory McDonald75 books285 followers
GenresFantasyMangaYoung AdultFictionLight NovelJapanJapanese Literature ...more,"First published June 1, 1992",Fuyumi Ono,The Twelve Kingdoms: Sea of Shadow,4.23,"2,918 ratings",208 reviews,Fuyumi Ono146 books306 followers
GenresHistoryBiographyNonfictionRussian HistoryBiography MemoirRussiaEuropean History ...more,"First published January 1, 1980",Robert K. Massie,Peter the Great: His Life and World,4.14,"22,364 ratings",997 reviews,"Robert K. Massie40 books1,551 followers"
GenresPicture BooksChildrensRealistic FictionCulturalAfrican AmericanFictionFamily ...more,"First published January 1, 1998",Sharon Dennis Wyeth,Something Beautiful,4.45,"1,310 ratings",217 reviews,Sharon Dennis Wyeth63 books35 followers
GenresHistorical FictionFictionHistoricalClassicsMythologyGreeceGreek Mythology ...more,"First published January 1, 1966",Mary Renault,The Mask of Apollo,4.05,"2,455 ratings",203 reviews,"Mary Renault30 books1,510 followers"
GenresMusicHistoryNonfictionRaceAfrican AmericanJazzArt ...more,"Published January 20, 1999",Amiri Baraka,Blues People: Negro Music in White America,4.15,"2,280 ratings",135 reviews,Amiri Baraka145 books386 followers
GenresMysteryFictionCrimeMystery ThrillerDetectiveAudiobookSuspense ...more,"First published April 28, 1990",Sue Grafton,G is for Gumshoe,3.96,"37,590 ratings","1,171 reviews","Sue Grafton246 books6,324 followers"
GenresFantasyFictionScience FictionScience Fiction FantasyHigh FantasyEpic FantasyAdventure ...more,"First published January 1, 1985",Jack Vance,The Green Pearl,4.16,"2,888 ratings",165 reviews,"Jack Vance825 books1,431 followers"
GenresChristian FictionHistorical FictionChristianFictionRomanceHistoricalChristian Romance ...more,"First published June 1, 1995",Francine Rivers,As Sure as the Dawn,4.41,"42,389 ratings","1,776 reviews",Francine Rivers66 books18.2k followers
GenresFictionClassicsPhilosophyBritish LiteratureLiterature20th CenturyHumor ...more,"First published January 1, 1925",Aldous Huxley,Those Barren Leaves,3.55,821 ratings,73 reviews,"Aldous Huxley1,009 books12.5k followers"
GenresFictionYoung AdultChildrensMiddle GradeFantasyMysteryAdventure ...more,"First published February 2, 2000",Lemony Snicket,The Wide Window,3.95,"198,668 ratings","7,061 reviews",Lemony Snicket164 books25.4k followers
GenresFictionHistorical FictionCrimeLiteratureLiterary FictionAmericanHistorical ...more,"First published February 4, 1989",E.L. Doctorow,Billy Bathgate,3.81,"7,462 ratings",518 reviews,"E.L. Doctorow98 books1,085 followers"
GenresFictionNovelsRaceLiteratureClassicsAfrican American,"First published January 1, 1947",Chester Himes,Lonely Crusade,4.03,137 ratings,17 reviews,Chester Himes150 books434 followers
GenresHistorical FictionRomanceFictionHistoricalHistorical RomanceAdventureAdult ...more,"First published August 3, 1998",Sara Donati,Into the Wilderness,4.12,"41,738 ratings","2,690 reviews","Sara Donati19 books3,150 followers"
GenresClassicsFictionFantasyShort StoriesLiteratureMagicChildrens ...more,"First published September 30, 2004",Geraldine McCaughrean,One Thousand and One Arabian Nights,4.03,"1,405 ratings",128 reviews,Geraldine McCaughrean311 books307 followers
GenresScience FictionFictionYoung AdultClassicsScience Fiction FantasyAudiobookAdventure ...more,"First published September 1, 1958",Robert A. Heinlein,Have Space Suit—Will Travel,3.92,"30,445 ratings","1,144 reviews","Robert A. Heinlein957 books9,827 followers"
GenresFantasyFictionHigh FantasyEpic FantasyScience FictionScience Fiction FantasyDark Fantasy ...more,"First published January 1, 1982",P.C. Hodgell,God Stalk,4.11,"2,432 ratings",190 reviews,P.C. Hodgell29 books351 followers
GenresHumorNonfictionMemoirSouthernShort StoriesEssaysBiography ...more,"First published January 1, 1993",Bailey White,Mama Makes Up Her Mind: And Other Dangers Of Southern Living,3.96,"4,954 ratings",410 reviews,Bailey White31 books204 followers
GenresFictionRomanceContemporaryChick LitAdult FictionLiterary FictionNovels ...more,"First published January 1, 1993",Anita Shreve,Where Or When,3.31,"8,497 ratings",766 reviews,"Anita Shreve99 books4,369 followers"
GenresClassicsHistorical FictionFictionAdventureHistoricalLiteratureMaritime ...more,"First published January 1, 1932",Charles Bernard Nordhoff,Mutiny On The Bounty,4.01,"15,105 ratings",358 reviews,Charles Bernard Nordhoff34 books45 followers
GenresHistoryBiographyNonfictionHistoricalBritish LiteratureBiography Memoir18th Century ...more,"First published January 1, 1998",Amanda Foreman,The Duchess,3.77,"19,925 ratings","1,251 reviews",Amanda Foreman10 books208 followers
GenresFictionClassicsSouthernLiteratureHistorical FictionSouthern GothicAmerican ...more,"First published January 1, 1933",Erskine Caldwell,God's Little Acre,3.63,"2,676 ratings",266 reviews,Erskine Caldwell288 books206 followers
GenresFantasyYoung AdultFictionYoung Adult FantasyMagicAdventureMiddle Grade ...more,"First published May 23, 2000",Tamora Pierce,Page,4.25,"50,466 ratings",989 reviews,Tamora Pierce131 books84.5k followers
